1,1,Smell of gas next to building exhaust,FALSE,12/18/18 18:24,2/1/18,4/12/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/17/18 6:09,1,37.51378426,-121.62593
3,1,Smell of gas next to building exhaust,FALSE,12/18/18 11:46,10/4/18,10/8/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/22/18 23:14,1,37.84857417,-122.5154239
4,1,Smell of gas next to building exhaust,TRUE,12/29/18 17:43,5/8/18,10/4/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/9/18 15:52,1,38.26453381,-121.6300949
8,1,Smell of gas next to building exhaust,FALSE,12/4/18 10:49,4/13/18,2/27/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/20/18 1:49,1,37.97012897,-121.8595722
9,1,Smell of gas next to building exhaust,TRUE,12/28/18 17:22,4/25/18,10/10/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/23/18 7:39,1,37.89840916,-122.1100857
10,1,Smell of gas next to building exhaust,FALSE,12/4/18 20:43,7/19/18,4/10/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/1/18 0:18,1,38.39486749,-121.9901808
11,1,Smell of gas next to building exhaust,TRUE,12/8/18 18:57,5/7/18,4/29/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/14/18 10:30,1,37.49111723,-122.1922317
13,1,Smell of gas next to building exhaust,FALSE,12/3/18 0:34,7/24/18,6/19/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/22/18 17:30,1,37.40455907,-121.8420454
14,1,Smell of gas next to building exhaust,FALSE,12/14/18 19:11,12/9/18,6/17/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/30/18 3:20,1,37.57188001,-121.7674659
16,1,Smell of gas next to building exhaust,TRUE,12/20/18 0:55,10/4/18,6/14/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/23/18 8:24,1,37.95998539,-122.6518557
17,1,Smell of gas next to building exhaust,TRUE,12/25/18 0:26,1/2/18,7/6/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/9/18 5:56,1,38.46563045,-122.8149516
18,1,Smell of gas next to building exhaust,FALSE,12/20/18 2:25,5/12/18,7/20/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/14/18 21:44,1,38.74362718,-122.3532345
22,1,Smell of gas next to building exhaust,TRUE,12/24/18 23:57,9/20/18,6/22/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/29/18 5:51,1,37.45787492,-122.2288562
23,1,Smell of gas next to building exhaust,FALSE,12/28/18 14:13,2/2/18,2/23/18,On my usual walk to work today I smelled an awful odor coming from this building. Either it's a very toxic operation going on in there or there's a gas leakage. This can't be healthy for workers or neighbors looking close by. Anyone know whowshould contact?,12/5/18 7:56,1,37.27210904,-122.2983974
